,Cust_Id,Movie_Id,Rating
2828520,2617868,516,4.0
2828988,2621026,516,4.0
2830480,1160519,516,4.0
2833218,1331713,516,4.0
2835510,1436542,516,1.0
2836045,1256421,516,3.0
2836873,2332875,516,4.0
2839976,1866594,516,4.0
2840746,355517,516,5.0
2841503,1607785,516,4.0
2842964,1476266,516,5.0
2843354,1802059,516,3.0
2844464,1026006,516,4.0
2845590,2412063,516,4.0
2846216,658092,516,5.0
2847079,487068,517,5.0
2847367,732873,517,5.0
2847388,1788130,517,3.0
2848303,1765734,517,3.0
2848618,2386059,517,4.0
2850009,1317927,517,3.0
2850807,1316743,517,5.0
2851279,355517,517,2.0
2854100,1075075,518,4.0
2854354,1807450,518,3.0
2854933,837133,518,3.0
2855601,2393261,519,3.0
2855784,2353162,520,5.0
2856902,104851,524,3.0
2856960,107840,524,4.0
2860639,499012,524,4.0
2860697,2470767,524,3.0
2861524,837133,524,4.0
2863642,2386059,527,3.0
2865085,107840,528,2.0
2865286,2539866,528,4.0
2865290,2495036,528,2.0
2865448,1039575,528,2.0
2868136,497548,528,3.0
2868262,659867,528,3.0
2869367,156155,528,4.0
2869385,2323957,528,3.0
2870665,1842345,528,2.0
2870960,2509365,528,4.0
2871038,2604217,528,3.0
2872802,2325430,528,3.0
2874226,1947079,528,1.0
2874318,2188046,528,2.0
2875844,1716433,528,3.0
2877923,1715627,528,3.0
2878903,992861,528,4.0
2879694,2477708,528,2.0
2880421,1753240,528,5.0
2880599,219889,528,2.0
2880742,1604737,528,3.0
2881439,2251664,528,1.0
2882178,2470767,528,2.0
2882812,2255457,528,3.0
2883080,183639,528,2.0
2883273,850900,528,4.0
2884210,25602,528,5.0
2886784,1948905,528,3.0
2886802,1966358,528,3.0
2887710,1212143,528,5.0
2888407,1864173,528,3.0
2890478,818450,528,3.0
2890513,1226650,528,3.0
2891462,1819621,528,3.0
2891912,1640555,528,3.0
2892336,2575674,529,5.0
2892497,1995099,529,3.0
2892868,2393261,530,1.0
2893291,1965075,531,4.0
2893878,579959,532,3.0
2894271,390505,532,2.0
2894997,280621,533,4.0
2895809,838868,533,3.0
2895932,2509365,533,4.0
2895952,1765734,533,3.0
2896240,2386059,533,2.0
2899369,1802059,533,4.0
2900048,1622089,533,5.0
2900952,613585,534,2.0
2901406,213387,534,3.0
2903054,316755,534,4.0
2903729,776612,534,3.0
2905051,1016653,534,4.0
2907778,1947079,535,4.0
2907944,1165620,535,4.0
2909431,2248017,535,1.0
2910408,837133,535,3.0
2911449,2412063,535,3.0
2911869,2386059,536,3.0
2912146,1531275,536,4.0
2912515,509073,538,1.0
2913676,1826909,543,2.0
2914413,1640555,543,2.0
2915394,579959,547,3.0
2915560,837133,547,2.0
2916009,107840,548,1.0
2917143,2323957,548,4.0
2917588,2604217,548,4.0
2917645,1765734,548,3.0
2918019,2386059,548,3.0
2918203,360771,548,3.0
2918456,1947079,548,4.0
2918786,1995099,548,5.0
2919595,2174241,548,2.0
2921065,1717373,548,3.0
2921655,2444979,548,2.0
2924602,104851,550,1.0
2926907,280621,550,4.0
2927428,1788130,550,3.0
2927749,2621026,550,1.0
2929274,790760,550,1.0
2930057,2323957,550,3.0
2930802,576683,550,4.0
2930954,1620974,550,3.0
2931265,838868,550,3.0
2931795,975906,550,2.0
2931977,1765734,550,4.0
2932749,46716,550,3.0
2933279,2021995,550,2.0
2935764,2627834,550,1.0
2936378,1779575,550,4.0
2936881,1675260,550,5.0
2936955,1995099,550,3.0
2938404,1485576,550,3.0
2939505,339762,550,1.0
2940237,1715627,550,2.0
2944522,2248017,550,2.0
2947839,2559628,550,1.0
2948793,105885,550,3.0
2949869,837133,550,3.0
2951128,255570,550,4.0
2951583,1329217,550,5.0
2951585,1661621,550,4.0
2951792,1802059,550,3.0
2953286,1965075,550,5.0
2953784,1001994,550,3.0
2954168,1148933,550,1.0
2954453,2286957,550,2.0
2954868,683188,550,5.0
2956147,1565184,550,4.0
2956845,1640555,550,4.0
2957753,86256,551,4.0
2957940,107840,551,2.0
2958431,1081009,551,3.0
2960377,213387,551,4.0
2962468,1331713,551,3.0
2963341,1675260,551,5.0
2963927,2326797,551,3.0
2964139,1436542,551,3.0
2964545,1985,551,5.0
2965007,1317927,551,3.0
2965234,583492,551,4.0
2966715,499012,551,4.0
2966883,2470767,551,5.0
2968476,2574234,551,3.0
2971220,1226650,551,5.0
2972583,499012,552,4.0
2972920,536513,553,5.0
2973820,2129762,554,5.0
2975181,914958,554,4.0
2979893,992861,555,4.0
2980502,1150609,556,3.0
2980514,201381,556,3.0
2981799,914958,559,3.0
2982498,1947079,560,5.0
2984314,1259897,561,4.0
2984439,914958,561,4.0
2985060,316755,561,5.0
2987520,771218,563,3.0
2989014,1506601,563,3.0
2989734,914958,563,3.0
2989788,2386059,563,5.0
2990519,2390221,563,4.0
2990823,1995099,563,3.0
2991779,891215,563,4.0
2992048,2174241,563,3.0
2992287,579959,563,5.0
2992465,1562310,563,5.0
2993252,2248017,563,3.0
2993585,779655,563,4.0
2995575,1066688,563,5.0
2995581,1329217,563,5.0
2995625,1802059,563,3.0
2996660,1226650,563,4.0
2999374,2323957,564,3.0
2999791,838868,564,3.0
3000044,1765734,564,4.0
3001319,2390221,564,4.0
3001695,1995099,564,5.0
3002367,2537651,564,2.0
3002760,191421,564,4.0
3003075,992861,564,3.0
3004741,850900,564,3.0
3006748,390505,564,4.0
3007632,2412063,564,4.0
3007987,1640555,564,4.0
3009736,280621,569,3.0
3011343,1256421,569,5.0
3014773,1623549,571,3.0
3018915,86256,571,4.0
3019065,2548448,571,3.0
3019221,104851,571,5.0
3020245,2261600,571,5.0
3020627,107840,571,5.0
3022006,1339110,571,3.0
3022127,2495036,571,4.0
3025453,1081009,571,4.0
3026129,478126,571,5.0
3027406,1603526,571,5.0
3028136,140389,571,3.0
3029240,771218,571,3.0
3029789,280621,571,4.0
3030166,2617868,571,4.0
3031838,1259846,571,4.0
3032110,1788130,571,3.0
3032112,2006032,571,3.0
3033334,613585,571,5.0
3034017,1870121,571,4.0
3035039,98251,571,5.0
3035470,905747,571,4.0
3036009,725208,571,4.0
3036075,2484733,571,4.0
3038364,720084,571,5.0
3040779,790760,571,5.0
3041136,1697106,571,3.0
3042033,1919241,571,3.0
3042061,21652,571,4.0
3042390,1150609,571,5.0
3043247,201381,571,4.0
3043424,214673,571,4.0
3043519,806277,571,5.0
3044884,1160519,571,5.0
3045052,213387,571,5.0
3049633,1144577,571,5.0
3050330,838868,571,3.0
3051712,1842345,571,4.0
3052851,2509365,571,5.0
3052887,975906,571,4.0
3053308,1259897,571,4.0
3053770,798570,571,2.0
3053794,1765734,571,4.0
3054093,1444004,571,5.0
3056565,230186,571,4.0
3057235,46716,571,4.0
3057500,692652,571,4.0
3058979,702199,571,5.0
3058983,70348,571,4.0
3059607,2021995,571,5.0
3059610,53744,571,4.0
3060371,914958,571,4.0
3060980,1302136,571,4.0
3061222,592962,571,4.0
3061388,2386059,571,4.0
3064985,360771,571,5.0
3066017,1217614,571,4.0
3066622,1926890,571,5.0
3066860,1331713,571,4.0
3068225,515362,571,4.0
3068360,1969741,571,2.0
3068746,2113793,571,4.0
3068813,689318,571,5.0
3070304,1947079,571,2.0
3070395,2188046,571,5.0
3071214,2627834,571,4.0
3071246,2390221,571,4.0
3072340,1513438,571,5.0
3073233,1417600,571,2.0
3073812,1826909,571,3.0
3073992,1779575,571,2.0
3074015,1262376,571,5.0
3076565,1995099,571,2.0
3076815,1075075,571,5.0
3076973,2453978,571,5.0
3077297,1030715,571,4.0
3077467,1146088,571,5.0
3081454,1256140,571,5.0
3082770,2326797,571,1.0
3083166,1485576,571,4.0
3084549,1436542,571,3.0
3086853,1628580,571,4.0
3087531,1548992,571,4.0
3087875,339762,571,2.0
3088841,1256421,571,4.0
3089522,788723,571,4.0
3090205,284604,571,4.0
3090695,1715627,571,4.0
3091998,1158874,571,5.0
3093939,2564293,571,3.0
3094601,316755,571,4.0
3095220,2422494,571,5.0
3096257,579959,571,5.0
3096434,992861,571,4.0
3100471,165779,571,4.0
3100696,2477708,571,4.0
3101036,796698,571,2.0
3102245,2366870,571,3.0
3103408,1484106,571,3.0
3103414,290448,571,3.0
3104814,1753240,571,5.0
3105751,107297,571,3.0
3106786,1584769,571,2.0
3107456,1694115,571,4.0
3107563,1448312,571,1.0
3109912,2197929,571,3.0
3109959,1714048,571,5.0
3110863,2248017,571,5.0
3111974,499012,571,4.0
3112370,1096603,571,2.0
3112850,776612,571,5.0
3113508,1316743,571,5.0
3113732,2470767,571,1.0
3114945,1736655,571,3.0
3115002,81130,571,5.0
3115593,779655,571,4.0
3116172,2130333,571,5.0
3116623,880697,571,4.0
3117484,460060,571,4.0
3117819,344785,571,3.0
3118132,1866594,571,4.0
3119980,2608583,571,5.0
3120400,850900,571,2.0
3120559,1735514,571,4.0
3121082,2388157,571,2.0
3122106,1717373,571,5.0
3122377,324426,571,4.0
3123910,355517,571,5.0
3126090,2581917,571,4.0
3127796,813516,571,5.0
3129061,1909327,571,4.0
3129626,1607785,571,5.0
3132461,256255,571,3.0
3135137,837133,571,5.0
3139325,1948905,571,4.0
3139724,1820134,571,4.0
3140181,657664,571,4.0
3140917,509073,571,2.0
3141104,255570,571,3.0
3141306,1476266,571,5.0
3141768,384454,571,5.0
3142715,788571,571,5.0
3143137,1661621,571,4.0
3143277,22855,571,5.0
3143342,1329217,571,4.0
3143350,1169824,571,5.0
3143372,1066688,571,4.0
3144111,1802059,571,5.0
3144257,1212143,571,5.0
3144665,568932,571,5.0
3145606,2579346,571,5.0
3148446,390505,571,5.0
3150560,370295,571,4.0
3150705,1752113,571,3.0
3150959,2486066,571,4.0
3151745,885320,571,3.0
3151955,2247692,571,4.0
3152666,1026006,571,4.0
3152797,2443446,571,4.0
3153036,1001994,571,4.0
3154748,1148933,571,4.0
3155689,2329306,571,4.0
3157651,1701571,571,5.0
3157947,2409236,571,3.0
3159114,1823627,571,5.0
3161938,326972,571,4.0
3163370,1565184,571,5.0
3163418,1311020,571,2.0
3163761,1819621,571,4.0
3164029,1203523,571,5.0
3164448,54226,571,4.0
3166006,658092,571,4.0
3166595,1640555,571,4.0
3167770,536693,571,3.0
3167820,174239,571,2.0
3168655,788170,571,3.0
3168961,2627834,572,1.0
3169964,720084,575,4.0
3170272,2386059,575,5.0
3170481,1995099,575,5.0
3171267,837133,575,3.0
3171639,2412063,575,4.0
3174041,837133,577,5.0
3174833,107840,579,4.0
3174935,280621,579,3.0
3177975,497548,580,3.0
3178834,2604217,580,1.0
3179162,2021995,580,3.0
3180151,1995099,580,2.0
3180753,2604123,580,3.0
3181042,935420,580,5.0
3181543,1484106,580,3.0
3181623,1753240,580,4.0
3181678,107297,580,3.0
3181773,1448312,580,5.0
3181910,2197929,580,3.0
3182382,619754,580,3.0
3183291,837133,580,3.0
3183975,390505,580,4.0
3185389,732873,582,5.0
3185801,2386059,582,3.0
3187674,21652,584,4.0
3187725,838868,584,4.0
3188207,355517,584,1.0
3188727,732873,585,5.0
3189069,53744,585,3.0
3190829,905747,586,5.0
3191572,2589671,586,2.0
3192585,502591,586,4.0
3194164,1165620,588,3.0
3195430,104851,589,1.0
3195566,1809111,589,3.0
3197181,568932,594,5.0
3197831,1513438,595,5.0
3198155,672503,595,4.0
3200914,107840,599,2.0
3201479,280621,599,3.0
3202246,1919241,599,3.0
3203375,2021995,599,3.0
3204008,2188046,599,4.0
3204179,1417600,599,3.0
3208107,837133,599,3.0
3208627,1329217,599,5.0
3208688,1802059,599,2.0
3209130,885320,599,3.0
3210379,107840,600,3.0
3211591,1256421,600,3.0
3211995,727899,600,3.0
3215929,935420,606,5.0
3217397,926928,607,5.0
3218437,617652,607,5.0
3219756,104851,607,3.0
3220675,107840,607,3.0
3222249,1039575,607,5.0
3224113,2353162,607,3.0
3226258,612087,607,2.0
3226416,771218,607,4.0
3226509,280621,607,3.0
3227123,76920,607,3.0
3227994,1788130,607,3.0
3227999,2006032,607,3.0
3229281,1870121,607,4.0
3232337,659867,607,3.0
3232501,1753179,607,3.0
3233894,1697106,607,3.0
3234693,21652,607,5.0
3235646,806277,607,4.0
3236021,2323957,607,3.0
3236264,156155,607,4.0
3236339,154944,607,4.0
3236417,213387,607,3.0
3238769,1620974,607,3.0
3239757,838868,607,3.0
3241143,794884,607,4.0
3241554,975906,607,3.0
3241660,2604217,607,4.0
3241681,2509365,607,3.0
3241971,1765734,607,3.0
3242452,1493473,607,3.0
3243818,230186,607,3.0
3244298,46716,607,3.0
3244963,104128,607,4.0
3245255,702199,607,3.0
3245767,2021995,607,3.0
3246235,914958,607,2.0
3246908,2386059,607,3.0
3248130,1680001,607,4.0
3249285,360771,607,5.0
3249934,1217614,607,4.0
3250123,1926890,607,3.0
3250485,1331713,607,3.0
3251339,515362,607,4.0
3252696,1947079,607,4.0
3253017,2188046,607,5.0
3253313,2627834,607,3.0
3253340,2390221,607,4.0
3254605,1417600,607,5.0
3254993,1826909,607,3.0
3256353,821664,607,3.0
3256562,1675260,607,5.0
3256775,1995099,607,5.0
3257325,2453978,607,4.0
3260825,2326797,607,4.0
3261049,1485576,607,5.0
3263462,1628580,607,4.0
3264108,339762,607,4.0
3264681,1256421,607,4.0
3264987,1532576,607,3.0
3265125,891215,607,4.0
3265899,1715627,607,3.0
3266590,542784,607,3.0
3266681,191421,607,4.0
3267642,2174241,607,3.0
3268799,2422494,607,5.0
3269577,992861,607,4.0
3269883,579959,607,5.0
3270394,344353,607,3.0
3270935,2141563,607,4.0
3273807,290448,607,3.0
3275684,107297,607,3.0
3276620,1694115,607,4.0
3276841,1448312,607,3.0
3276852,449265,607,3.0
3278330,1714048,607,4.0
3278441,727899,607,4.0
3278523,2251664,607,4.0
3279743,499012,607,3.0
3280857,2470767,607,4.0
3283211,460060,607,4.0
3283627,1866594,607,4.0
3285110,850900,607,3.0
3286201,1717373,607,4.0
3287388,355517,607,3.0
3288199,25602,607,5.0
3289976,813516,607,3.0
3291158,1607785,607,3.0
3293553,2444979,607,5.0
3294731,837133,607,3.0
3298441,509073,607,3.0
3298576,255570,607,4.0
3299625,788571,607,3.0
3299975,1329217,607,5.0
3300154,1066688,607,5.0
3300502,1802059,607,4.0
3303331,390505,607,4.0
3304858,1965075,607,4.0
3306371,1001994,607,5.0
3307506,1148933,607,3.0
3308282,2286957,607,4.0
3310340,996519,607,4.0
3311771,2412063,607,4.0
3313130,1565184,607,3.0
3313227,947391,607,2.0
3313447,1819621,607,4.0
3313799,54226,607,3.0
3315188,1640555,607,3.0
3315971,536693,607,3.0
3317059,579959,609,5.0
3317925,1115740,612,2.0
3319117,104851,615,2.0
3320022,280621,615,5.0
3320204,1788130,615,3.0
3320344,2621026,615,2.0
3321737,1620974,615,4.0
3323761,2390221,615,5.0
3324202,1675260,615,3.0
3324712,2383529,615,3.0
3325328,1256421,615,4.0
3325330,891215,615,4.0
3328913,1607785,615,4.0
3328998,2574234,615,5.0
3329418,837133,615,4.0
3329945,1476266,615,4.0
3329980,384454,615,3.0
3330196,1802059,615,4.0
3331952,1565184,615,4.0
3334151,838868,620,3.0
3334210,2308573,620,4.0
3334840,617652,621,5.0
3336436,2134151,621,3.0
3338049,1995099,621,5.0
3339176,992861,621,3.0
3339824,449265,621,5.0
3339944,2251664,621,5.0
3341081,1607785,621,3.0
3341759,788571,621,4.0
3341812,1329217,621,5.0
3342381,1001994,621,4.0
3343310,2386059,622,3.0
3343843,1705825,624,2.0
3345078,2386059,625,1.0
3346950,104851,629,4.0
3347230,1039575,629,4.0
3347708,771218,629,3.0
3347723,280621,629,2.0
3348692,21652,629,3.0
3349324,838868,629,4.0
3349589,1765734,629,4.0
3351282,1995099,629,5.0
3351322,2453978,629,4.0
3352957,1027246,629,3.0
3353637,1448312,629,3.0
3354619,850900,629,2.0
3355754,837133,629,3.0
3356472,1802059,629,5.0
3357962,1565184,629,4.0
3358059,1943868,629,4.0
3359418,280292,631,3.0
3363298,2477708,631,3.0
3365368,1966358,631,4.0
3366263,2286957,631,2.0
3366421,818450,631,5.0
3367111,2386059,632,5.0
3370353,107840,636,2.0
3372404,154944,636,4.0
3373846,2386059,636,5.0
3376918,579959,636,3.0
3378833,460060,636,3.0
3380293,2444979,636,4.0
3381590,390505,636,4.0
3385131,838868,638,3.0
3385453,2386059,638,5.0
3387657,1802059,638,4.0
3387776,390505,638,4.0
3388267,1640555,638,2.0
3389100,2621026,641,4.0
3389454,1075075,641,3.0
3389879,837133,641,5.0
3396727,156155,645,4.0
3398042,678594,645,4.0
3399479,2564293,645,4.0
3399934,2366870,645,4.0
3402009,657664,645,4.0
3402060,509073,645,5.0
3402201,1329217,645,5.0
3402278,1802059,645,4.0
3404116,477189,646,5.0
3404722,1444004,646,4.0
3404806,692652,646,5.0
3404954,696979,646,5.0
3405579,339762,646,4.0
3406800,837133,646,5.0
3407956,1995099,647,3.0
3408665,1384932,650,2.0
3409400,104851,652,3.0
3409450,107840,652,3.0
3409750,280621,652,3.0
3411154,2390221,652,4.0
3413221,837133,652,2.0
3413533,1802059,652,2.0
3414810,2386059,655,5.0
3415231,1329217,655,3.0
3415804,720084,657,4.0
3416285,1995099,657,5.0
3416445,891215,657,4.0
3417353,2412063,657,4.0
3418311,617652,658,3.0
3418930,104851,658,4.0
3419314,107840,658,3.0
3420774,2353162,658,5.0
3421817,280621,658,3.0
3422092,76920,658,2.0
3422179,477189,658,2.0
3422480,1788130,658,3.0
3423406,905747,658,2.0
3425341,21652,658,4.0
3425938,2323957,658,4.0
3426053,156155,658,5.0
3426097,154944,658,4.0
3426125,213387,658,3.0
3427607,838868,658,5.0
3428369,975906,658,3.0
3428426,2604217,658,2.0
3428579,798570,658,2.0
3428592,1765734,658,4.0
3429570,46716,658,3.0
3429909,104128,658,3.0
3432186,1926890,658,4.0
3433259,1947079,658,4.0
3433507,2627834,658,2.0
3434081,1417600,658,5.0
3434246,1826909,658,5.0
3435031,1995099,658,5.0
3435157,2453978,658,5.0
3437009,1485576,658,4.0
3438990,1715627,658,4.0
3439813,2174241,658,5.0
3440641,992861,658,4.0
3440777,579959,658,5.0
3441309,2141563,658,4.0
3441509,471749,658,3.0
3441966,796698,658,3.0
3442519,290448,658,5.0
3444472,2251664,658,4.0
3444510,2197929,658,3.0
3446707,460060,658,4.0
3447579,850900,658,4.0
3448533,355517,658,3.0
3449071,2559628,658,4.0
3449164,2581917,658,3.0
3450005,1909327,658,1.0
3451789,837133,658,3.0
3453706,384454,658,4.0
3453946,788571,658,4.0
3454066,1661621,658,4.0
3454149,1066688,658,5.0
3454175,1329217,658,5.0
3454364,1802059,658,4.0
3455579,390505,658,4.0
3456523,1060226,658,5.0
3457411,1148933,658,2.0
3459907,1565184,658,4.0
3459977,947391,658,4.0
3460191,1819621,658,4.0
3460796,1640555,658,4.0
3461357,788170,658,3.0
3464019,390505,659,3.0
3465074,1254514,660,5.0
3465311,107840,660,3.0
3466534,280621,660,4.0
3466813,1259846,660,5.0
3467397,725208,660,4.0
3467592,1140690,660,3.0
3468644,213387,660,3.0
3469141,1620974,660,4.0
3469689,2604217,660,4.0
3469827,1444004,660,4.0
3471711,1969741,660,2.0
3472113,2390221,660,5.0
3472486,1826909,660,3.0
3474669,1256421,660,4.0
3475609,579959,660,5.0
3475615,992861,660,4.0
3477727,499012,660,5.0
3479080,1717373,660,2.0
3480077,1607785,660,3.0
3480791,837133,660,3.0
3481853,2423990,660,3.0
3482055,1802059,660,5.0
3482062,1212143,660,4.0
3484127,1298494,660,4.0
3484573,1565184,660,4.0
3484888,1161550,660,4.0
3486722,146656,661,3.0
3489859,280621,662,5.0
3490021,1788130,662,3.0
3490157,1870121,662,1.0
3491352,838868,662,3.0
3491583,2604217,662,2.0
3491625,798570,662,3.0
3492840,1947079,662,4.0
3493104,1826909,662,4.0
3493346,1075075,662,3.0
3494150,339762,662,3.0
3494269,891215,662,4.0
3497634,192936,662,3.0
3497677,837133,662,4.0
3498274,2579749,662,3.0
3498621,390505,662,4.0
3498684,1695599,662,3.0
3498946,2443446,662,4.0
3499082,1148933,662,4.0
3499937,1640555,662,3.0
3501417,837133,665,3.0
3501557,914958,666,4.0
3502091,1765734,667,3.0
3504389,1842345,668,5.0
3504458,2604217,668,4.0
3507175,1189643,668,4.0
3507277,850900,668,4.0
3508442,1695599,668,5.0
3510304,613585,670,4.0
3510556,659867,670,4.0
3510693,1150609,670,4.0
3514758,355517,670,3.0
3515766,1802059,670,4.0
3516481,818450,670,4.0
3517325,837133,671,3.0
3519364,1485576,672,5.0
3520727,1607785,672,3.0
3521149,1802059,672,4.0
3521275,390505,672,3.0
3521816,1640555,672,1.0
3523123,818450,673,4.0
3524114,1788130,674,2.0
3525459,2021995,674,4.0
3526122,1417600,674,5.0
3529852,390505,674,4.0
3535253,914958,677,5.0
3536974,741465,677,5.0
3537068,985355,677,4.0
3538288,256255,677,5.0
3538787,1802059,677,2.0
3539847,914958,678,4.0
3541140,2627834,680,2.0
3543350,1870121,681,3.0
3543872,2604217,681,4.0
3543882,2509365,681,4.0
3543907,1765734,681,3.0
3544941,2174241,681,3.0
3545635,850900,681,3.0
3546401,390505,681,3.0
3547245,2008753,682,5.0
3547876,156155,682,4.0
3548043,838868,682,4.0
3548863,1995099,682,3.0
3552717,183639,685,2.0
3554966,1870121,686,2.0
3555956,2323957,686,3.0
3556002,213387,686,2.0
3556473,838868,686,3.0
3556823,1765734,686,3.0
3557153,46716,686,3.0
3557399,2021995,686,3.0
3557568,2386059,686,4.0
3558412,1947079,686,3.0
3558763,1779575,686,4.0
3558987,1675260,686,3.0
3560061,339762,686,3.0
3560832,992861,686,4.0
3563144,850900,686,3.0
3565379,1329217,686,5.0
3565446,1802059,686,4.0
3568002,1995099,688,3.0
3568439,1981468,689,3.0
3568454,104851,689,4.0
3569071,280621,689,4.0
3570461,1765734,689,3.0
3571377,2390221,689,4.0
3572716,2422494,689,5.0
3573652,499012,689,3.0
3574728,2574234,689,1.0
3574989,837133,689,3.0
3575472,1802059,689,3.0
3576699,1531275,689,5.0
3578168,1623549,692,5.0
3579392,107840,692,1.0
3579657,1339110,692,4.0
3579894,1039575,692,2.0
3580551,2353162,692,3.0
3581487,76920,692,3.0
3581670,732873,692,5.0
3582489,905747,692,3.0
3583918,21652,692,4.0
3585678,838868,692,4.0
3586190,2509365,692,4.0
3586228,975906,692,2.0
3586394,1765734,692,4.0
3586966,230186,692,3.0
3587436,702199,692,4.0
3589814,1947079,692,2.0
3589996,2627834,692,4.0
3590047,2390221,692,4.0
3590491,1417600,692,5.0
3591218,1995099,692,3.0
3593924,1532576,692,1.0
3594131,284604,692,3.0
3595200,2422494,692,5.0
3595879,2141563,692,5.0
3597806,1448312,692,2.0
3598332,1684465,692,3.0
3603290,1821378,692,3.0
3603644,837133,692,3.0
3605336,1661621,692,3.0
3605359,1329217,692,5.0
3606475,390505,692,2.0
3608081,2286957,692,4.0
3608754,996519,692,4.0
3609652,1565184,692,3.0
3609737,1819621,692,4.0
3609875,54226,692,3.0
3610713,788170,692,3.0
3611298,2323957,693,2.0
3611719,14411,693,2.0
3612038,2174241,693,2.0
3612963,390505,693,4.0
3615130,1788130,696,1.0
3616291,46716,696,3.0
3616981,14411,696,3.0
3619436,993924,696,3.0
3623123,838868,700,2.0
3623218,2604217,700,4.0
3625255,850900,700,4.0
3634106,659266,705,5.0
3635102,2323957,705,4.0
3636571,838868,705,4.0
3636884,1842345,705,5.0
3637273,2604217,705,5.0
3637410,1765734,705,4.0
3639261,2386059,705,4.0
3640237,360771,705,5.0
3641580,1947079,705,3.0
3642475,1779575,705,5.0
3643119,1995099,705,4.0
3643233,2453978,705,4.0
3646650,2156701,705,2.0
3647425,2174241,705,4.0
3648135,579959,705,3.0
3648263,992861,705,5.0
3648936,471749,705,3.0
3649841,290448,705,5.0
3652870,81130,705,2.0
3653450,460060,705,4.0
3654127,850900,705,4.0
3655558,2581917,705,3.0
3657356,2444979,705,5.0
3657491,1821378,705,4.0
3659936,1066688,705,5.0
3660090,1802059,705,4.0
3661166,390505,705,4.0
3661903,1060226,705,5.0
3663101,2286957,705,3.0
3664999,1565184,705,3.0
3665713,25986,705,4.0
3665743,1640555,705,5.0
3665973,58848,705,2.0
3666822,837133,706,3.0
3667214,732873,707,5.0
3667343,720084,707,3.0
3673019,1339110,708,4.0
3676375,771218,708,4.0
3676609,280621,708,3.0
3677729,1788130,708,3.0
3677731,2006032,708,3.0
3679297,905747,708,3.0
3680447,497548,708,3.0
3680691,720084,708,3.0
3682547,21652,708,2.0
3683742,154944,708,4.0
3683835,213387,708,4.0
3684068,1265971,708,3.0
3685610,1620974,708,3.0
3686319,838868,708,4.0
3687486,975906,708,3.0
3687944,1765734,708,3.0
3689653,46716,708,3.0
3690351,702199,708,3.0
3691520,2386059,708,4.0
3692357,1680001,708,3.0
3693138,360771,708,5.0
3694041,1331713,708,4.0
3695502,746404,708,3.0
3695802,1947079,708,3.0
3696034,2627834,708,1.0
3696150,2390221,708,1.0
3696977,1417600,708,3.0
3697257,1826909,708,3.0
3697333,1779575,708,5.0
3698396,1675260,708,3.0
3698548,1995099,708,3.0
3698782,2297600,708,3.0
3701349,2326797,708,4.0
3702193,1436542,708,5.0
3702349,1281154,708,4.0
3703747,339762,708,1.0
3704514,891215,708,4.0
3705527,191421,708,3.0
3706361,2174241,708,4.0
3707728,583492,708,4.0
3708275,1027246,708,3.0
3709078,471749,708,3.0
3709218,1562310,708,4.0
3709740,2477708,708,3.0
3710647,226170,708,5.0
3710779,290448,708,4.0
3712013,528002,708,4.0
3712125,107297,708,4.0
3712861,1694115,708,2.0
3714039,2251664,708,4.0
3714098,1714048,708,5.0
3715060,499012,708,4.0
3715795,1316743,708,5.0
3716603,81130,708,3.0
3719122,1735514,708,5.0
3719844,1717373,708,3.0
3723305,1607785,708,4.0
3725045,2444979,708,4.0
3725885,837133,708,4.0
3729390,788571,708,5.0
3729629,1661621,708,3.0
3729666,1329217,708,3.0
3730086,1802059,708,4.0
3734214,2443446,708,4.0
3735199,1148933,708,3.0
3737040,1226650,708,5.0
3737224,996519,708,4.0
3738254,2412063,708,3.0
3739204,1565184,708,3.0
3740367,658092,708,4.0
3740697,1640555,708,3.0
3742869,107840,711,2.0
3743107,1039575,711,5.0
3743742,280621,711,3.0
3743828,76920,711,2.0
3743963,2006032,711,3.0
3743966,1788130,711,3.0
3745167,213387,711,3.0
3745655,838868,711,4.0
3746013,1765734,711,2.0
3746460,702199,711,4.0
3746544,2021995,711,3.0
3747297,1937067,711,3.0
3747818,1417600,711,4.0
3748133,1995099,711,2.0
3748175,1075075,711,2.0
3748217,2453978,711,3.0
3749618,1158874,711,3.0
3749950,2422494,711,5.0
3750101,579959,711,1.0
3750174,1027246,711,3.0
3751201,449265,711,5.0
3751611,499012,711,4.0
3751747,1316743,711,3.0
3753843,837133,711,2.0
3754630,1066688,711,4.0
3754722,1802059,711,1.0
3755087,390505,711,4.0
3755704,1148933,711,3.0
3755977,1701571,711,3.0
3756486,1565184,711,4.0
3757042,107840,712,5.0
3760243,837133,717,4.0
3760969,2566306,718,3.0
3762018,837133,718,4.0
3764471,107840,720,4.0
3764871,2008753,720,5.0
3765434,1398771,720,4.0
3766160,477189,720,5.0
3767022,2484733,720,4.0
3767852,790760,720,5.0
3768033,1150609,720,3.0
3768381,806277,720,5.0
3768602,1160519,720,4.0
3769954,975906,720,3.0
3770124,1444004,720,4.0
3770711,692652,720,5.0
3770886,702199,720,3.0
3772721,689318,720,3.0
3773106,2627834,720,3.0
3774039,664414,720,5.0
3776130,339762,720,4.0
3776152,1256421,720,3.0
3779397,1694115,720,3.0
3780899,2130333,720,4.0
3781094,460060,720,4.0
3781744,2388157,720,4.0
3783198,1607785,720,4.0
